Process Name;Process Path;Activity Name;Host Name;Count;Peligroso;Etiqueta_Texto;proceso_longitud;tiene_numeros_nombre;nombre_aleatorio;nombre_muy_corto;ruta_appdata;ruta_roaming;ruta_temp;ruta_downloads;ruta_desktop;ruta_system32;ruta_program_files;es_exe;es_dll;es_script;proceso_peligroso_conocido;frecuencia_alta;log_count;hora;dia_semana;es_horario_nocturno
Dell.TechHub.Instrumentation.SubAgent.exe;nan;FortiEDR-Security-Suspicious-Block;HG-LAPTOP193;4;1;PELIGROSO;41;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.6094379124341003;10;2;0
update.exe;nan;FortiEDR-Security-PUP-Block;PTTRQ22;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;8;1;0
LJP1100_P1560_P1600_FW_Update.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;3;1;PELIGROSO;33;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;23;2;1
GqEJXeq.exe;nan;FortiEDR-Security-Malicious-Block;PQC01XIBACETA;1;1;PELIGROSO;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;1;0
TnQGwf.exe;nan;FortiEDR-Security-Malicious-Block;PQC01XIBACETA;1;1;PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;7;0;0
AnyDesk3ebc.exe;nan;FortiEDR-Security-Malicious-Block;HG-LAPTOP51;1;1;PELIGROSO;15;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;9;6;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;20;5;0
streamer.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;1;1;PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;15;1;0
fgppjc.exe;nan;FortiEDR-Security-Suspicious-Block;VentasExternas1;157;1;PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5.062595033026967;17;3;0
injhlp64.exe;nan;FortiEDR-Security-Suspicious-SimulationBlock;HG-DESKTOP70;1;1;PELIGROSO;12;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;14;4;0
update.exe;nan;FortiEDR-Security-PUP-Block;PTTRQ22;1;0;NO_PELIGROSO;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;7;4;0
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;PC-TD250VMOST01;2;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;8;6;0
calificacion_asistencia.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;2;1;PELIGROSO;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;22;3;1
BExQueryDesignerStarter.exe;nan;FortiEDR-Security-Malicious-Block;PNSA-SERVER;3;1;PELIGROSO;27;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.3862943611198906;22;3;1
TeamViewer_Service.exe;nan;FortiEDR-Security-PUP-Block;CAJAMAYORISTA01;9;0;NO_PELIGROSO;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2.302585092994046;17;6;0
SteamService.exe;nan;FortiEDR-Security-PUP-Block;LT-FIN08;2;0;NO_PELIGROSO;16;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1.0986122886681098;22;6;1
netsh.exe;nan;FortiEDR-Security-Malicious-Block;PC-TD179ADM;1;1;PELIGROSO;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;12;1;0
OInstall.exe;nan;FortiEDR-Security-PUP-Block;LT-MKT10;1;0;NO_PELIGROSO;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.6931471805599453;10;3;0
